id, score
621a2c8ef2b9494592906b7d4d2e93aa,600
f664788feb35480e8bef2af88cc6978d,600
e51fa2bb923f4ca88e1ca3c0262e8daa,600
56724ca96e5d46758356de59f531c4fd,600
71d2759fb7dd4acea617c5ddffdafa0b,600
6e762fa7e23247c49bb42b93c0a5fffa,600
fdb990029c00490f8688cb74d985968b,600
fdb3d6751695423ea91835b22c47643f,600
21f25f7efc5f40e491f2a99b52ccee34,600
a4b29418e4af4f8f8d0f339907ad6aaa,600
0585b024af7542f3b6e6a4fefd3360e3,600
44740e1e018f4fd9a1c1a3c43681bd3b,600
c5cbca92fde24276a7d96d9071a5ab3c,600
345269bf9a42462a9130b37e0a3d38d3,600
83713ad4de634ebfa37fc52296d74120,600
99df2ee518654d69aac22f114eeb149a,600
676cf614e4d5432ea7ac047634215899,600
fd8a85621d4b42f8bea6e8833024ebdc,600
dd6e834e6b6b4594ad74c735db560d52,600
2eb644d5492f4002914a894ef663695c,600
36c1b614edbf44bbb080ef20277bec16,600
eb40431e76624bd0aa1a08d48b05466d,600
ceb2c34a6d274a22ba43405c1f552e85,600
242b74563cd146a6935c45e3d4630349,600
7e54cee273174a5fbb64861c3b352b24,600
3027f4e4ba024163a8f3b49d40783607,600
a0f4d152ff434c28b0d7a6cc1faa67f0,600
00b45e3e9cd543e18bd4ea654ddebbc8,600
aa745c00ffc842e88345118d6926af98,600
2555bb131f13409ab9fe3c5c03396636,600
dae2083ba3cb4373966d3db39c9f5434,600
02344f3c24724ccc965fdf7a9280ada0,600
1f371e1d0b7b4eab8cea8b6e974b73a9,600
e603825548d443d086cb91f5a52c00df,600
cd9c88a0d9be47c6821b2ef1d27135ab,600
7ee8fb74c0594629af0a27bc49b8e93d,600
5d4eb3a1c12c42328e3bc1620c835cf4,600
db21bafc2f7341ab98d03ea50faa99e3,600
704de9b519f6427881a284a929a7f350,600
628cc74437174074b73f079fa9bede9c,600
805c9b554f1343e2b1eca807339eb322,600
6e9e426e6b2b49629da8524fc7b4b765,600
fd7785f9414449b1ae7d3929841a5007,600
0017ca642aee4a3f84bd4ebe8b07f52c,600
1c1ff82c0a074dbeb128b3446298c908,600
0ffbaaf3e1c14143a362454e618866d3,600
6f7d758b9c664e73bf9833158e0a2f1b,600
5a8c5d62b5f3484b89cc2ab866fa2490,600
5d1bb2ff82ab44b08929d3f8476f2bd9,600
2df6352e70fe457a9e67af5c3d952495,600
14985f0ea5a44275a2f0c1e837206e59,600
f5887f22f8ad46f9b9da822d475c643c,600
82d18f404c6b4b2ea453892779e180d6,600
289109f28cbd459cbd677fc4c898481d,600
b50a498c65d74061be5dd0cba2caa6b0,600
9eb4d89091b04aab90065906af7e4670,600
8d62cbb5ace64be6b8c6876e6e127f10,600
642fdc61ab264482a2e7cba74c389803,600
f522e0ceaba3425999cc3d6b579811d5,600
6bb2b50282134764aecf707f05ffb98e,600
8b39063132ac40b6bbb54363474fa06c,600
2cdb0f19388444d399d772b8efd544a3,600
cf1589b90b0c4d819e02366d88b77a82,600
41b508f2c2ea4654a84e914df6765cf8,600
51d2b8c15ec24d4997fdc70632d80b35,600
cee55951d30445748b2ddb87272d4249,600
17d68c9b0d7949d98c281aeca0bbf254,600
be55771d4d5e472d95f186c72b264b1d,600
a9175a0bf9f34f45b6f4ff133360bb1a,600
af854dacaacf4e12a7e89bfc1a81a711,600
00a2506d02b94bb881e7308fb73bdf82,600
08867ffefe4f425ca3595bd87c3da1fd,600
67aeb911167c41e2abaea1a2cf6d3107,600
490b552dd34348f8b8ee76596c5f6a78,600
a0b3b3381e9248ab84785972c225e38c,600
9b9797f488664d878630213f0d86f8d0,600
660c51a74c0d4da2821acaeef5644085,600
f6a1b46741cc4a63834b10a3fa3ec7aa,600
6be75d8e55d5469eacc83d445f0bd73f,600
0aba5f12716c4651a6f427d299fb767f,600
448fae8e08c6443baeee88647b31b533,600
9d1beac902cb4e258bcc807d03939ca9,600
8a33db501fde4393bf398f10e3885054,600
bcfdb8e1801a4b369966f8d74e10ebc6,600
398db144bc7e439f8255991553ced25e,600
d829919e265647aebe337a130520b2cc,600
3bb9133dba2047e09598097430fb5e70,600
c6e9b7300b214cb081f868134e35387c,600
b9bacd8cf274467f8340306d0f56d4bf,600
0c97a817ee734072bc2cdeae7c2f18c7,600
d669670e9cd64c209b245b94dc6b0864,600
25777c589b774b1abd4a44f922a75aad,600
e6b440a42c6c4f908fbeeb8f642b977f,600
ed0f824f32cc4074b64a812509f49894,600
dfc43e25af514801ab5a0205df4929ca,600
3a1de41de6de4be2aee0b2f530c24692,600
5263694bf2db48d289912538c605fce7,600
c0c94738299a4b63b5282f44e1539a07,600
265ff2541a8f46e1ab67796a1f05af6b,600
ff275a9562b44768bc44776f636a9c7f,600
4d5856a7853d4bdc8591e972928d447a,600
9f6db7e871f54fe1ac8e4cbbfaae1d79,600
7f4f304de76b4ff7bdd1ebeb7dda9a1a,600
6cc863901595461daef6074d050970ce,600
913bca88720b42d69ce3d5ff537eb668,600
397fd19f15e94ad284e5ff70b4b17795,600
0666bba6ddf14842b308c99a60149a89,600
42ef7f12256449cfa7372c41fec67b8b,600
96d602b87f1940c68ffb33f6329d0114,600
42863a16dfa24b64be4292ca48d0247c,600
174b15124c684d0190ed0f6f58da21e7,600
908320973db849d9a5130f4abb1393a9,600
18d6d5e3f3454d18a03cd9758cd53c19,600
6de3b6209cf04eada0cd53cd19cd1b5d,600
92ce2ed6757540898cc88426f5029503,600
b768f3ffd97a4a5486b0012d45ccdb70,600
251a54772c214be49728c5eb27680928,600
9faca44225b54fc19e33a09e603ffec3,600
5638542ac9ef49f8bd30318f580ba345,600
c2a18f536e3c44c7bdce125b170234f2,600
2b80111ac5144ae4b080ee1072243dc2,600
acf3e93338874b81856c3f22a69ce3bd,600
ad2b0d05bd744a9b819823149ea4e80f,600
3e691e74e82742f3842c3db476c27e63,600
1069222216cf41faaaa3f28d178af0df,600
b1a6db1681f64381a2d7046a0ed37fb2,600
a7cbb490b8f746f0bc2f3ed891a2fe35,600
1dac275c510d464e937ca10d1fed7a61,600
5c82b3aab862468898130deb19c55a0d,600
2504ebab322549e28b6fed14600f06c3,600
58afe470511642cca00823ec98c61104,600
34e5920897f04478ae4e37f61f89fe0a,600
57ae30c4e9e64e04a8617306ead8ab0e,600
b0e1dcb3e6234b109ae12401b8f1e953,600
9027eafd1a2b4aa0b839a3ad24985ff6,600
e8b10ee35d414744acc48d9df9c21d02,600
8511b007fc2a4588b566f6369579000c,600
9168857ce2804718a63e8aaf8b32b967,600
7609973af31640b1a14f8d0f6aa91f45,600
e1875c5a253548f7af731da1226454b5,600
e141015700ba408190b69245ca470c0c,600
6eacde52eec34dddb0d9a88575a95cee,600
fac2e8e7e0554518b69354e0f852ea4e,600
5d76d691f95646f29221251f6c7e4c02,600
a440a242090d4397be5dc8b00e364ede,600
94866801c72a449faf7c891dc88e9c3f,600
9fef26d19c5e4118be08ca3306696058,600
8b27a565a10b43c1a0438fb4d69cc53e,600
1c415bf8cba549bb8058e573c79b39c8,600
74976c9a9808450f9734c7f15da42370,600
8f5ef13f083047f58005941dae66b9fd,600
a2b261adb81b4f489af4277322c95525,600
3588f2d221a342048d2aad86cea8411e,600
902db8194edc457da3a5a4a9eea94103,600
dbf6ed5afd0248bfbc6acac89ec950b4,600
c8050552e35b4eb899fb3994ebf8f9d0,600
c217674e69814bd88ab6fc06ae8d42b3,600
e2fd2d80b39747c9b624427e053308cc,600
1e6fc0bcdbbf43e5a5ebd2266814076e,600
0da63aefe6d34054b62505d21f23bc56,600
83e48800882a4521af631f2fd7292303,600
18d9c0e6fa67486da47c915f3ec7a73f,600
0abca69c3fa54ce49f9acfe6f687109d,600
a394642e5c9d498e969739a1fe141e81,600
0b6dd16ceea9478886771afbbc5d835f,600
f2a32422e75b48e786e07f6fb155bd7d,600
bffb256e4d5e4eec889f62fd70a54068,600
d1122505cd094a15aad5d49c192d8b68,600
f18b0a44574a4791ba433fa04bef301b,600
dbde75f043504c35b0bc78c6a4013234,600
17940cd6c30041ce81d32f4bc06e408d,600
614e218c6b0742259d99d382cb03e762,600
3913af9d058c4c35b6b9075e6f8210b1,600
8d10ba5cf6d347d1b78eb967f231483d,600
f7c863e6cac8414f957e8b0d90446413,600
5e5ff7dc640f4362ac4599cf0a3cad01,600
4d23d6337c574c7dbf7eaef5b0f0590a,600
37c51d3790a048c38e0a6a18fd962919,600
362cc9f9bb9748d8890a933dbc99eef4,600
03e7748e56e44ff68a69c5bcd28c4909,600
8a2e71b9e6bf49a89b4e930b608ef7c8,600
323d97c06c464e72a4d88853d1ec15d5,600
ab616213be21419a827f8d9b23f32319,600
d7b5d55383564be3ba28735ea4f8e31f,600
13bcd524ef4a4403a305c9cd69d21003,600
dd3ecdcc33e9469a82681ceff535f372,600
315adfa9ccdc435a8f974fb15fd63e8c,600
2ddfdd692f5e406d94f864d0fd3e8849,600
45b9d7efa74840869964a9bf229d235d,600
cb949ca6c08540648b0e287f191996e6,600
34738fadf866427982c00dfa928dc2d7,600
a18d0aa97f8840ee9747216b45e80a37,600
91b14509be5d4e0b86d93f003cb4bab6,600
c7fef42c5edb44c19bccae917e06426b,600
4b6294e5c0434641866a01e1f70ab519,600
e1f9e75fb57045edb05cebad5fd76d69,600
e0b7b88a93f6435b9741eb0ce9fb4b99,600
295447a5e87343e3bb664338c6be2248,600
9c9a8f9ab81349e2b1c9967e28c03e57,600
e17eab6f9cb54de7a4212c05d0ee037f,600
76b1794cf5194bba99798826a0db7bf3,600
b451e1ffa2c3412f9c466bb163ff40c9,600
04c59e3b4df247079f7b076ba15e3297,600
8940da5606a14ad59845dab27d68d0d4,600
66c7c011e4624b809809df68917edfce,600
d0cd1d7f39964d639379a1f90740b198,600
9ac0045abaf040bcb7de1d3634c89fab,600
5ab312120fc348ca849df95db1539730,600
f32b94b9100b449d895cb2e7465ca342,600
6b61a744854a44ec914d2e655f8acdc7,600
b4aa725b069f4bb3afec1e354a2b726d,600
2df1538395e448a69b41e61115b5cd06,600
4c62bdc8fcce4c78a0eff84ae56dc109,600
6185079bd8a5402290b9963642bf9ca8,600
51090c14b4054e86b9b6f22edddfd983,600
5bfd6a353ec84e2289129a2ed5513d29,600
b8a703db2c7c44aa846a237782367fa5,600
ffdc5effdad54a28929941f5987858a8,600
a1b568e5f1ea49519cb03bf9150b7845,600
1a912f48dd6c46a191de0204ed067c49,600
f9da6cff48b1469badcc0342ce3db3b6,600
ae7dfc73933c4f0b89a538341f1cf24a,600
d2ac0530efe141c78061a7a1aa96a0cd,600
23f2f257067744ec81cf1574bc88513f,600
03a1c4395aaf4247896a8e1dc1baa54c,600
fb74af12069640c0a495fb8880d56718,600
9153c3cdb84846d2be063abf158a08f3,600
9cb55579bab9449aa114f62be1bcd151,600
dbd9246af19c45369addf94fefbb4a76,600
0206ca7ebb5148ce81140facf499f9f0,600
501056155d874c7fa50756cb2eee8c32,600
d5f4fdfe6dc244c98fcfcdfbf1d25da9,600
a95123d162ce47bebca63b5f56d953bd,600
b58878ef880e42a89b765c4d71bbc703,600
f62ee2b2e4054545bee1c954a27fc031,600
31ab6b08dda147dfa3e888845a056afd,600
647013593e004f2a99d00f45ab8e061b,600
9be84f5653d14b65900ebf6eec1f56e9,600
363193943ffd4814a36fa3e3bdce11ec,600
32edee3f842548ddb3b261b950cb71a9,600
203dbbed191646278ba0df9d8dc0ad9f,600
fffa606175944762a9466cd2ec4b5e9a,600
7ed172e956864b94ac5a3a492ada4f34,600
073a7f538c5348e48b1bc843add7da9d,600
fec5d4bddd184210a1a9de6ed3c107de,600
2904e8a777e1484ab21260049c7e6a68,600
d316aecd6d874d8d809070ce0d4365f6,600
a91ffdac45524fcb9d91a712739dad2f,600
f4b28f09b04542799fdbad75a459559a,600
e216bd9242c545b7bf3760f94efb19b2,600
eeb05e88750b42b4b89963ae4106573e,600
546387c8e71044bbbdfb20e501931c05,600
0c5491455b034006ad2cc47af3e8d115,600
932740fce73c4bfea6938a94144d3690,600
ddaf77b7c77341e1a10983afff7b47df,600
24299b7b6abe4a57b9d2fed16c9182f7,600
5bcdbbceaa3444c6899a5cc47154dbd9,600
13c709b4799141fd868c913d1174a8f1,600
72f9db3dd96e4e4891260bffa28b2461,600
e14fd5da5d6843b7af697924927d56ce,600
8b010c007fbd47fa80c73d0d89615fd7,600
e95a0019fbc34e6b9f36935c20e208fc,600
a7e5599fc13c4a6f8cbb25c6df04176d,600
664792540c9745f3a03fcc52c45e3f1a,600
df66f66dab394710a23529729ecef88a,600
60edf2e7c8be4e51902d6791abca3f17,600
9191716a155c4b539b1f9900bda483ef,600
9520c46393714fc7a3f3fa3d6779cbf7,600
680ccb6290c74cefa430152859a58c96,600
e82ce419488442418663ccba898a32e9,600
dfac935b927145dc9953e058b97b246e,600
0aab17f6d96a4dbda9cd14b18654db5d,600
0e78b251d7d34e498bd3b9e05cf58cce,600
84b0cb259cae4634ba516d8a52a660eb,600
816a0371648d414f8bac659db8a607af,600
f73b8d7b99d34b66a7298b2f5753cc3e,600
d67d02c8f732474190f27c3f4ca18848,600
a7dee36eb37d47978c1191785d3d3a7a,600
7ad6b793f03f495c8ae920aa771d7406,600
40b62bb3f0474b4cb1679dac2ac6a6a9,600
1a48b3647fb44162a6babebc6349b88c,600
e8e70415a917444bb09fd197bb21acca,600
7337b5ad522d48cb83ccb3040715bb53,600
ea9ba76d302a4686a6f086758501cfbb,600
07d0e311616943d9903be59093f30dbf,600
63b7101ef06f4b7e8da4b88394e3658d,600
6af58a85e011450ba57edf7a494044b1,600
d7d7af2305734b82b2c6f4a225565e60,600
759bdb253a47490d8d20f989162864a1,600
bd75315bf7174db2b061aa991f30c349,600
14cd617e2100402da348c7718e9ed3a9,600
d40b7be27b004fe9aa642565265975e4,600
27c36ce98f0e4d019271968cbf9c2cba,600
19e3fa1a58ca45699cdd321ea6ffd1c0,600
6b5a518b8d1f409499f67884e2ee12ca,600
fd4ff8a1972a4a629ae0671a3d495969,600
dc04952f89174d41b18d6fd48cef5384,600
5bb6221190314caba6fecfb70047aa11,600
45a954fc0cf74ee285a2ad2a984f7bf4,600
a3a8071a127a478abe22abeff8af6db9,600
8c7bf95753b84d36be09d9df20e8d760,600
53c2352ff4374b76856f29b34b39ebe8,600
ecbf2562a0b84a5987217e4708127eae,600
796a4a5c841449e0b24e1391b28c0151,600
2d135bc2021b4c7594a3eac878cc64b5,600
b9b6f20939a44fe89c55e2e750a97e7e,600
63c2b38b38ce47f2a9f3ccb469d638a2,600
4442f992ac5e4c3f943ccb7b49621118,600
6582a93fa2ed4884a3efed5e05b0bff4,600
4b4b135e49444e2facdcccf4227519d4,600
2a1010fbef7f4145b8ed79e194aa9b79,600
8267b101a3db4217a85d965333607266,600
829594e9734e4ca79c9bcbcb2e2f74ed,600
b2cc0ee5cca140489f97dcb8f01352c3,600
8cf3aad3346c400ea94e8f58d53ef32e,600
a75b5284d04041b18336344449bab702,600
09327b105ca6450dba7842f30969eed1,600
8e3b1a451059476e9be88769d286b2e6,600
022e4923790143b9837f1e7ca98ca626,600
3ca3fb82db14404a817cc1793e870077,600
c7eaf91c8cad4234a083e29b4f07feea,600
1d368c706de9494c81df710cefece45a,600
1e31836260c04fc7ab8d5cd6bf8b724b,600
7df53a175549481fb9755159b6e3a531,600
001eae0627804d438447f82f3f27a9f3,600
ee21ae41e71743769c147281909b58ee,600
21f3b6069c684e36a25dc904aeea3e71,600
c6c6792f981d48338c331d29a8de3a64,600
ffbfaab304a14c8db109250781783a93,600
7a4f2f853d1946f79788e725c531eab3,600
c2786d49c3be4150ad2eb370bf878f91,600
22369226e8dd4b05b57e2ef9b62343e1,600
9ffafc7c9e714be98d511a361f466928,600
9dbcb2d1f43a4ef5a35c984aa0709e5c,600
b656b025f5694c19952d6251577ae81f,600
4f69edfd94f945ecb46a3fbbc63e5bcc,600
b4e18dda7c2d4e8a8af2afa8fa9c1cf1,600
439ff37c218645d6a7cc852407cc7e46,600
254126ece9f846f88422d1adf9a007aa,600
0f7c917906094c2489442010de068a1d,600
6c20da46728f428bb175047d5ad24b53,600
dcbddd1f5d1441739783709c352aa554,600
b53feb0958954700a9de01a364734af9,600
52479e51693540d0b9f6e2dda23cbd2e,600
3f549b16eccf4dc28bf92b7fda7ed837,600
9191020745b541469cd5f137544bd6ba,600
cac40174bd9348d4a2363fe467bf8a91,600
fafa8259f55c4bd3a85fa3d432638081,600
859a29838183484a8266e315c9ee3e0f,600
4b5726e6fbe24cbc913510c85571a634,600
08585d9e75804a5ea7fb6e82d44693e6,600
43d112e243134621a16539dae37bb812,600
5978779c23324d85a4e33972db4935cb,600
48a259aa486449848d6a02bfd89b851e,600
7aabae8afb3e4217bb16bf28e6193c1d,600
dfd5d2fb8f09429595065723d2f9ae54,600
41c3b42e089d4d6c95eb3876cdc0af0d,600
792d041e3afa4059ba773a4f28a0346a,600
5ab039ac9fee49bfa26b7d11901ef030,600
db840fdf6a6f45b3af68a9ebb4c67de9,600
6c849c63c5db4d28aa52dbb8230575ea,600
98dcbd9be42d43fea6337965285a705d,600
0425df5980594f57984388af1406e1f2,600
027f5c100508457598704ffa7bdf5a5e,600
754a38dee50a4498a97f659a1f64fd7d,600
abe3b59d746c4579a205352c62ae3227,600
84fee36891e145f893bdf9338db552d5,600
3e33c8a2baf1421c8c8a6e1a449aae51,600
17ca10c9fa7d4878a17fb16a023c3e0d,600
a0ea927bac6048ddad9e6db5ddbefdf1,600
b201a1d22001496098a97a99d2b05db6,600
a3fc47bde8264f169dd03490f4c911ff,600
29de09a7eadd4dba96eeb1965e340ed4,600
6829eef6010d4d41aa642bba16b08cdf,600
39b9dedd7c9448408255565685a90338,600
afdf87fdb1f84c289fc63b153375ae43,600
2ad01e4d0a874d8b9eb6b3584c2df140,600
75497399c34d413eb984897a5bac5048,600
9c02eb7120dd4971be113836bfd05541,600
3a500368ef3e491a926bca777726d12e,600
1826ef403b4d45eb8f8c4c4bacaa316e,600
4a877dbebd6d457fa66707074009d169,600
b60412bd5a284e05bbd355d10af4ba59,600
bc3b1b3b40804e3eb616892979ec4b74,600
5b2864a4511342e8a0c34186a85fb699,600
b52aa3b30d8740c3ab875e7408e8df6b,600
f11e6997b2e04b1c86c28c0a9c6a75a7,600
0d82bd0d08394798a33acec14f940ea8,600
